customer_text,brand_reply,customer_tweet_id,reply_tweet_id,intent,notes
@SpotifyCares could you please do something about this???,@761954 Hi there! Can you DM us the links to the profiles? Just tap the three dots &gt; Share &gt; Copy Link. We'll check backstage /AP https://t.co/ldFdZRiNAt,2714229,2714227,,
.@SpotifyCares @115888 I️ think that there should be an option to stay in the app or window and watch the add for an hour of ad free music!,@785032 Hey there! We hear you. Your feedback has been noted and passed onto the team /NQ,2815933,2815932,,
@SpotifyCares This seems to have gotten it to work.However I am slightly disappointed in the feature disparity. groove' superior presentation,"@314912 We're glad it's working now. Don't worry, we'll make sure to pass your feedback on to the team. Thanks for sharing your thoughts! /RH",818309,818311,,
Offline pembayaran @118266 mulai jam 9 malam sampai 3 pagi. Begitu kata kasir @84622.,"@625882 Hey Nathan! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /SJ",2125254,2125253,,
@SpotifyCares my friend cant afford to buy premium and wants to know if you love her regardless. How do you feel?,"@224650 Hi Alfie! Aaw, that's nice to hear. Your friend can get awesome deals here: https://t.co/Gp5xcUoTsa. Give us a shout if you need anything else 😍 /AD",535327,535326,,
@SpotifyCares It updated yesterday so the latest. I can’t remember if I’ve tried from my phone. Will do,"@19263 Cool, thanks! Let us know if using your phone makes any difference. Could you also try completely reinstalling the app on your Mac: https://t.co/cxGHt0bCR8? We'll be right here waiting 🙂 /Q",2038955,2038957,,
@SpotifyCares wifi. I try playing music directly on the @137949,"@391110 Can you let us know the device, OS, and Spotify version you're rocking? /QI",1152029,1152025,,
@SpotifyCares someone just dm’d me back hahah,"@400362 Hmm. That's odd. If you could DM us your account's email address, we'd be happy to help /AN https://t.co/ldFdZRiNAt",1193123,1193122,,
@SpotifyCares How do I cancel my brother's Spotify account He died 11May2017. His account is still paying Spotify. I am executor of his will,"@559309 Hey Ted, sorry for your loss. Could you DM us his account's email address or username? We'll take a look backstage /AY https://t.co/ldFdZRiNAt",1873168,1873167,,
@SpotifyCares Still not working :(,@518511 Got it. We have some info about this in the Community at https://t.co/trMNTtmZi1. Let us know if you have any other questions /NY,1711775,1744015,,
Why does my @115888 weekly recommend always have one good week and the next week where it's turrible. Hated almost every song this week,"@495995 Hi there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up /DV",1617564,1617563,,
@SpotifyCares pull up with zhang yixings new album 🙂🙂,@197206 Hey there! Could you let us know what country your Spotify account is set to? We'll take a look backstage /TB,340038,340036,,
@115888 went into spotify today and all my playlists are gone,"@374927 Hi, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",1080676,1080675,,
@SpotifyCares thank you :D &lt;3,"@648185 No worries. If we can help with anything else, we're just a tweet away. Have a nice day 🙂 /AC",2218882,2218881,,
@SpotifyCares Here ya go 😉 https://t.co/Rg1xnxlGa8,"@424897 Thanks! We're looking into this at the moment. For now, we'd recommend copying the Song Link and pasting it on Twitter to share /MT",1304774,1304775,,
@SpotifyCares No - i was playing on mobile and I’ve downloaded the songs. I was connected to spotty WiFi but the songs were still downloaded.,@667296 Got it. Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt,2298900,2298902,,
@SpotifyCares Did you manage to find an answer?,@169272 Hey! We've just replied to your DM. We'll carry on chatting there 🙂 /Q,223025,223027,,
@115888 It is great that you offer a discount to students -- maybe you could also offer a discount for verified artists that provide you with your product? What do you say?,"@748199 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks. In the meantime, why not suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /DR",2653052,2653051,,
@SpotifyCares customer service?,"@291831 Hi! Yes, don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /DR",717620,717618,,
@SpotifyCares thank you!,@324734 You're welcome! We're here for you anytime 🙂 /NG,862194,862196,,
"@SpotifyCares my Spotify account has been hacked, I am very unhappy and would like a reply please.",@224967 Hi! We've just sent you a DM. Check your inbox /RH,462665,462664,,
I'll never forgive @115888 for taking the albums Once (Nightwish) and Liebe Ist Für Alle Da (Rammstein) away. Fuck you guys.,@550000 Hey there! Could you DM us your account's username or email address? We'll check it's availability /GU https://t.co/ldFdZRiNAt,1833447,1833446,,
"@SpotifyCares Hi, I logged a support request several days ago and wanted to know if anyone could help me? # 09595077","@544241 Hey Jonathan, we're sorry to hear about your grandma. Can you DM us your account's email address, so we can take a look backstage /MG https://t.co/ldFdZRiNAt",1811485,1811484,,
@SpotifyCares Are there plans to support it?,"@766865 We don't have much info about this for now, but we'll make sure to let the right team know it's something you'd like to see in the future. It's also worth checking out our web player here: https://t.co/aT5o0wcN4V. Let us know if you have other questions /WP",2736562,2736563,,
@117168 and another error! Can’t get into my music https://t.co/7jGq1cszac,@394543 Hey there! Help's here. Can you let us know the iOS and app versions you're using? We'll see what we can suggest /PB,1694978,1694975,,
It is such a blasphemy that Spotify still doesn't have Lemonade. Hey @115888 get your shit together it's 2017!! https://t.co/OL7lfWzb6a,"@275236 Hey Hannah! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi3V8Cu /KM",652879,652878,,
"@SpotifyCares I no longer want the username I made for my account at 14, that was 8 years ago, I'd like the ability to change it, please.",@644029 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,2202398,2202397,,
"@SpotifyCares Hello is it possible to message you, need to cancel my 7 day trial for premium but it's not letting me do it online.",@204011 Hi! We've just sent a DM your way. Let's carry on chatting there /RA,371590,371589,,
@SpotifyCares @SpotifyCares if you actuallt care respond to netnobody,"@271221 We hear you! Rest assured, we're looking into this as we type. We'll have it available to you as soon as it's available to us. Thanks for bearing with us /WW",654611,654615,,
@115888 y'all gotta chill with recommendations they starting to feel like ads and I don't pay to feel like things are ads,"@207797 Hey! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /CM",2394393,2394392,,
"@SpotifyCares hi help pls, every time I️ try to update my payment details for premium, it makes me register for the student discount &amp; I’m not a student, so it gets rejected every time and then my card details aren’t saved. 😒 (also why don’t y’all have a phone support line)","@703618 1: Hey Savanah! Currently we don't offer telephone support, but we're more than happy to help you out here on Twitter. Could you...",2456286,2456287,,
@SpotifyCares This is the song that was acting up: spotify:track:6wgRiURLlS2DKvT1pkUfAd,@698241 Got it! Give us a shout if any songs start misbehaving again; we're always here to help 😉 /LS,2433014,2433016,,
@115888 @117168 I miss you start already!!,"@813235 Hey there! Is your Spotify misbehaving? Let us know what device you're using, and we'll see what we can suggest /LS",2943777,2943775,,
"@SpotifyCares Never mind, my kid pranked me. Lowered the volume in the Xbox home #HesGrounded",@118754 Hey David! It looks like you've been... https://t.co/vUM0i0wxrP 😁 /LP,757251,757250,,
@SpotifyCares The email I used to purchase was __email__. I unfortunately do not have the receipt any longer!,@151641 Thanks! Can you DM us your friend's email address? /GT https://t.co/ldFdZRiNAt,155375,155377,,
@SpotifyCares Hi i tried logging it out. Should i just uninstall and install it again? Will it affect my premium subscription? 😰 https://t.co/LVEhYOqCSr,"@511158 2: offline tunes. On another note, can you DM us your account's email address? We'll check backstage /JS",1681227,1681228,,
@SpotifyCares Everytime i contact support they screw this up and youre losing a customer for life at this point. I want my Facebook info gone. Completely fucking gone. I never ever ever want to receive a welcome back to Facebook email ever again after signing in to Spotify.,@271800 Sorry to hear that. We've just responded to your DM. Let's carry on chatting there /WW,639943,639942,,
"@SpotifyCares I have been paying $10.00 for a premium membership since July,  and since then, I can't log in to my account. You don't have a phone number or email to reach. I will be contacting my bank to terminate payment if I don't get a response. Please get back to me ASAP!","@285642 Hi, that's not cool! We don't offer telephone support right now, but you can get in touch with our email team at https://t.co/zu6tKiIYUg. We're also more than happy to help you here. Could you DM us your account's email address so we can check under the hood? /FJ https://t.co/ldFdZRiNAt",694626,694625,,
@SpotifyCares I've even gone to a different place with different internet and it's still not working also tried deleting and reinstalling the app,@339526 Can you fire over your account's username or email address via DM? We'll take a look under the hood /JM https://t.co/ldFdZRiNAt,925103,925104,,
"@SpotifyCares description of payment is Spotify P03893955E, but I never registred my card, so it might be hacked or I dont know.","@608157 Hi Lucie! For your security, we'd suggest deleting your previous tweet as it contains your private info. Can you DM us instead? /JE https://t.co/ldFdZRiNAt",2056390,2056389,,
@SpotifyCares when will @425725 new album Trial By Fire available in Malaysia?,"@574615 2: On the other hand, can you give us more info about the albums disappearing from your account? We'll see what we can suggest /DB",1930990,1930988,,
@117153 I did paid and nothing premium i got??? SUCKS!. https://t.co/3TKGdiAbg2,@514256 Hi there! We've just sent you a bit more info over DM. Let's carry on chatting there /GU,1355795,1704257,,
@115888 WHY NO SORT on the XBOX1 app? playlists w Thousands of songs are a challenge. anyway 2 add same sort function as desktop app? thnx!,@520135 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,1717758,1717757,,
@SpotifyCares Android S6. My app is already updated but it still happens. I havent paid for the monthly subscription .it happens to my playlists I've made,@272766 Thanks. Does logging out and back in make any difference? /AN,643422,643421,,
@115888 help me log in,@288439 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,704782,704781,,
"@SpotifyCares yo bring back 
l y r i c s my boyos","@665222 1: Hey. We hear you! Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too. If you're...",2289876,2289878,,
"in all seriousness, when is the PNB Rock Unforgettable remix gonna be on @115888","@615080 Hey Jordan! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/MEjmIRL2eB /RV",2079719,2079718,,
"After @115888 inexplicably deleting my downloads for the umpteenth time, I am moving on. @116935 let's see what you're made of.",@580722 Hi. Sorry to hear that! Can you check the steps under “Manage your active offline devices” at https://t.co/38J7tFlIBF? /DN,1956991,1956990,,
"Why hasn't @115888 added an alarm feature to their app yet?

I want to wake up and be reminded that Rick Astley will never give me up daily","@578612 Hey, that'd be great! You can add your vote to the idea here: https://t.co/YSHYSPDR4z. Let us know if there's anything else 🙂 /AY",1947152,1947151,,
@SpotifyCares Wow... Thanks for nothing,"@274171 We're sorry you feel that way. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /LM",648680,648682,,
@SpotifyCares Yes,@141618 Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,115213,115214,,
"@SpotifyCares Hi folks, I temporarily saw an offer to get premium for 99GBP for one year but can't find it again. Can you send me a link of where I can access it as I am potentially interested? Thanks.",@253688 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,569627,569625,,
@SpotifyCares thanks!,"@124933 No worries, we're always happy to help work things out. Have a... https://t.co/FQulrDtFky /AY",1863107,1863109,,
@115888 I am tryi g to invite a family member to spotify premium but error 600 shows up.,@143215 Hey there! Can you DM us your username and your family member's email address? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,122098,122097,,
@SpotifyCares it works now! :) no idea why!,"@326007 Woohoo, that's what we like to hear! Give us a shout if you need us again, otherwise... https://t.co/SkdXv2BhCb /TB",867561,867563,,
WHY ISN'T BJÖRK'S ENTIRE DISCOGRAPHY ON SPOTIFY?!?! I NEED ANSWERS. @115888,"@254425 Hi! We’d love to have all of her stuff available, but we have some info about content here: https://t.co/1dgftcFtzc /AP",572078,572077,,
@SpotifyCares Same problems my friends have been complaining about. One of Why Don’t We’s song (these girls) the beat got changed and it’s more high pitched now.,@446334 Got it! Could you tell us the device you're using? Keep us posted /DF,1403656,1403655,,
@SpotifyCares Hey! I want to change my username and profile photo within the android app and unlink my Facebook profile please. DMed you.,"@582614 Hi there, help's here! Could you DM us your account's username or email address? We'll see what we can suggest /RE https://t.co/ldFdZRiNAt",1965505,1965503,,
"yo @115888 why don't you have a ""remove from this playlist"" option on mobile?","@467593 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",1971154,1971153,,
"Hello, how can I get a license for my country - Azerbaijan? @SpotifyCares",@307025 2: up here to be first to hear: https://t.co/XDwWzj7cLP /JS,783557,783556,,
@SpotifyCares My premium account has been compromised and im getting no joy through your support email. Need to get this sorted ASAP please!,@609256 Hey Fubar! That doesn't sound good. Can you DM us your account's email address? We'll take a look under the hood /QI https://t.co/ldFdZRiNAt,2059979,2059978,,
"Ok yeah, I think it's most likely my internet because I'm not connected to the internet right now, im roaming. I will try connecting to a different network https://t.co/yC4zgg4FIQ","@707879 Sure thing! If anything comes up, you know where to find us. https://t.co/uQiQuWow27 🙂 /JN",2477812,2477810,,
@110991 halo kak aku mau beli premium spotify tp gak bs dr td. Pdhl pulsa cukup. Thankyou https://t.co/KdH3Pi65Gw,@802059 Hey Dee! We've just replied to your DM. Let's continue chatting there /GT,2894018,2894017,,
"@SpotifyCares Nope, I also tried uninstalling and reinstalling the app. Here's a recording of what I'm experiencing. https://t.co/KtSHEqkXex","@181185 Thanks for sending that. Can you let us know your device's make/model, as well as the Android and Spotify versions you're using? /RH",272953,272952,,
